1,0
2,21.80188602679974
3,55.130815863438215
4,56.58130326508295
5,63.40166373254016
6,67.18111632988138
8,85.06702192171807
7,82.25616640879434
9,95.47335895385041
10,96.84091368139573
11,100.38670744184094
12,106.52847432887674
13,109.95599580129141
14,114.59268329816899
15,138.68223862085534
16,141.0388024040611
17,154.815016421579
18,161.434312855612
19,164.03934506536726
20,170.95279012436674
21,196.401742318586
22,201.56243338015537
23,203.1147598020566
24,215.5507649959952
25,219.12759779239676
26,265.0520722018741
27,265.3557306968733
28,274.0394511169826
29,284.20450289160016
30,286.9060993034724
31,300.46893160742576
32,301.00444084621296
33,305.83407008911547
34,317.1029691337362
35,319.22673142533273
36,322.1411223561515
37,325.9328138057653
38,327.33265644216397
39,336.52906904545824
40,372.58544055544536
41,418.732867048933
42,428.66669704922924
43,447.82054789802544
44,452.28304081671945
45,455.285584234077
46,471.36882353091767
47,475.8112538431834
48,478.3110927998621
49,495.642130998006
50,498.67356168231476
