1,0
2,17.548769029398727
3,38.08139417354819
4,46.244682890209276
5,62.95604962432249
6,83.67707502503826
7,111.76986049221571
8,135.93214316164023
9,136.93908421776777
10,156.30271722701548
11,164.57766377773459
12,178.67226435978066
13,180.90719984685245
14,192.98465824948335
15,199.54713962611288
16,205.36258593219543
17,214.9855153550983
18,217.99348124591617
19,223.008114664116
20,229.46485861698275
21,247.02271104148713
23,251.16292242112974
22,250.285944259955
25,256.94234516230136
24,254.08288399471004
26,263.2689697035637
27,263.44663814226817
28,269.75732698281115
29,281.18339067940565
30,291.8651901954922
31,296.0051249628804
32,305.917933792992
33,327.0393698008248
35,333.5134559686921
34,332.84396184988873
36,349.9339962412151
37,350.2783868482476
38,351.14431866435353
40,358.8491927902736
39,355.4106330652578
41,372.17381714250376
42,378.236120402607
43,391.9013915761771
44,403.1624693086643
46,419.07677619438357
45,417.6806035899341
47,419.8350531716158
48,429.65295760128197
50,439.75925003214786
49,439.1516893327744
51,439.8103534690976
52,449.61489080230456
53,455.21219408613786
54,461.02659716559566
55,464.60090744562183
56,464.81947160850086
57,481.3689436583016
58,528.1931036921912
59,529.4425409092592
60,554.7925036908389
61,579.9582202080871
62,594.2241695977414
63,606.229517517215
64,619.694584411046
65,630.4293813499462
66,648.767274387945
68,649.5618328361364
67,649.5311142828274
70,663.5079485468887
69,663.0127541719553
71,673.2314906991628
72,676.0138948564639
73,682.9994650434974
74,691.8184694751488
75,718.5344784157965
76,732.3278413624121
77,735.2375752826573
78,740.9565585525489
79,754.8808312024746
80,770.4036386505393
81,798.5725193812727
82,810.9316390072166
83,812.0606896752237
85,814.9296423689697
84,813.7448581607536
86,824.3084943829573
87,843.7396536379421
89,875.6014266645627
88,874.0767690334443
90,879.9592299964696
91,900.7031256793811
92,907.3667042117089
93,929.334603447666
95,930.0939157875597
94,929.688328169905
96,935.3295778557717
97,967.528639121132
98,995.7557920922925
99,1010.6061195314401
100,1013.5082609669521
101,1040.889201482043
102,1058.9123206887189
103,1082.7567071126418
104,1084.6630945673987
105,1087.6530095493488
106,1103.626899078198
107,1115.4425218897175
108,1125.1945195887047
109,1126.3793750815212
110,1128.6032094915788
112,1132.2977301315034
111,1131.7180742634566
114,1136.5194657627683
113,1134.751414062788
116,1147.1931990519872
115,1146.4818392983345
117,1148.3669178945067
118,1155.1513135497714
119,1173.0462715323808
120,1175.1506393118536
121,1182.4979354300222
122,1187.3469926783064
123,1224.7428321716045
124,1245.1004934066955
125,1251.1273856265577
126,1256.3736528842921
127,1262.140235768217
128,1268.777069246572
129,1273.5786350044355
130,1275.598577862156
131,1276.9409755241497
132,1306.5317902614993
133,1339.8005945925831
134,1360.7302349185547
135,1371.614778673325
138,1376.8586322743145
136,1372.3277102515426
137,1376.6713983258464
140,1383.3169339761087
139,1380.412206976934
141,1385.0519035058658
142,1411.27046182648
143,1415.180643319074
144,1417.6038751220867
145,1432.1204058743433
146,1433.267106366912
147,1452.25396468373
148,1482.4906691753113
149,1489.676590805853
150,1494.8481184006127
151,1505.2226374305121
152,1510.0251244717458
153,1514.3524369616139
154,1530.5496224707722
155,1533.7599108569927
156,1542.3782716303413
157,1550.1318534564352
158,1550.1511081324536
159,1568.3943106817626
160,1572.2264534008941
161,1576.0036901471854
162,1580.7796717717392
163,1582.9626866298013
164,1587.9414837839108
165,1600.1133973200133
166,1605.1709648368237
167,1617.690545760639
168,1623.2307791022574
169,1630.214270985663
170,1663.363982800994
171,1665.684811502329
172,1689.4233470843315
173,1702.2900998871987
174,1715.671935909901
175,1766.7676453770669
176,1775.5332363073373
177,1820.139052230868
178,1825.3009404276766
179,1829.563637888476
180,1833.8218936408173
181,1839.1309844752452
182,1844.4582126137525
183,1857.200421032344
184,1860.4553600280435
185,1877.7158961408084
186,1892.5941204691526
187,1907.6127995700244
188,1909.1642914792371
189,1912.4130852566025
190,1914.3812445243607
192,1934.9661765367453
191,1934.431353080743
193,1938.0579699371758
194,1943.5593080907033
195,1954.6993012648431
197,1958.2286933797518
196,1955.9306392550784
198,1962.6663025889177
199,1986.662955085024
200,2006.7129989350867
